baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	tx_name
2255.72186325225	-1.3874329144030857	0.11298291779396587	-12.280023754858144	1.1596420719164516e-34	2.9101334761522938e-33	l(2)gl-RB
7.4578616935	0.5405375174192066	0.8166739316132876	0.6618767864322656	0.5080501899977626	0.6245201940288703	Ir21a-RB
217.99592658825003	0.29671597495471913	0.19914153681543442	1.4899753195623737	0.13623072544953835	0.22826576048000383	Cda5-RA
604.063490171	-0.027113222907020094	0.1554451451417191	-0.17442309235390407	0.8615329674060463	0.9056084488061091	dbr-RF
345.423569515	0.08814657814476122	0.1614651543011134	0.545917034088843	0.5851229686726314	0.6945543635770548	dbr-RC
265.14467932975	0.7929841260763535	0.1881789403350747	4.213989751798751	2.508986748910139e-5	1.0091573491690295e-4	asRNA:CR44987-RA
937.84874043175	-1.5126330754719213	0.14451823472060588	-10.466728149539493	1.2281473965697708e-25	2.0888100643221807e-24	galectin-RA
203.74743682775	0.9730058407452519	0.1847104885594511	5.2677346496870925	1.3811755606129419e-7	7.360634505396265e-7	net-RC
513.04662564775	-0.20173180512453656	0.1357619639170055	-1.4859228557408022	0.137299527328152	0.22974717217016674	Zir-RA
224.4155713565	-0.030912722762928047	0.19209538254888478	-0.160923819993754	0.8721534011664325	0.9127162381152859	CG11377-RA
233.72342670199998	-0.6483881243294863	0.18677018617092353	-3.4715825776182028	5.174001727819604e-4	0.0016786589808440058	Nhe1-RB
1915.5999358595	-1.8132843494458641	0.1205275722203943	-15.044560477250208	3.7481467990520376e-51	1.8440035212511382e-49	Sam-S-RH
1228.29640548875	-1.4890505240651357	0.12593954718267003	-11.823534047691393	2.9500771486915427e-32	6.832253141171797e-31	Sam-S-RF
1879.3146302565	1.0528734175602021	0.11739470285614291	8.968662060079557	3.001378902217547e-19	3.655385661609847e-18	CG4822-RA
1182.177722563	-0.4125316708086453	0.12567846069087035	-3.2824373288860054	0.0010291385915842134	0.003138962821546526	CG3164-RB
227.75365185175002	1.6200893044390767	0.18287958348879474	8.858776215106273	8.0897580553546345e-19	9.58443716272492e-18	Gs1-RD
636.972488677	0.32018487069158214	0.132288504425484	2.4203529405832622	0.015505449524067665	0.03605379291203771	ovm-RB
214.13395610525	0.028867253994266845	0.1774045878425361	0.16271988422243822	0.8707389903052587	0.9118935811879968	CG31975-RB
113.69294565825	0.1186552649624129	0.23293499742684198	0.5093921749550709	0.6104773601313669	0.7166706582184578	CG11454-RA
55.027457820500004	0.5156175968523273	0.3162063267552666	1.6306365598162067	0.10296703006045436	0.18168934098610673	ND-15-RA
52.28671804625	0.17352172003373545	0.3296538035606421	0.52637560422328	0.5986272624499289	0.7058694924054137	CG33635-RA
5320.2394489505	0.7017347236142317	0.11069132970719282	6.339563590666961	2.3041689782802015e-10	1.6116227681015256e-9	spen-RA
2359.29989052275	1.031903000841366	0.10690379450664043	9.652632122214039	4.790993115925716e-22	6.839339025160842e-21	spen-RH
306.52728975	0.37119750936704343	0.16812236330039593	2.2079008531649	0.027251185365076373	0.058986657260523254	Tbc1d15-17-RB
276.19802683175	0.2759577690836099	0.1726188835583517	1.5986534230498934	0.10989763222544441	0.19155095704947356	Tbc1d15-17-RA
37.602160708	2.6972180043685263	0.4253284678250351	6.34149418251041	2.2754735161856159e-10	1.5928314613299311e-9	lncRNA:CR44218-RA
94.8236742495	0.36248723651308473	0.24723904542193215	1.466140737982841	0.14260994940343777	0.23681301285376358	Rpp30-RA
74.39668333200001	-0.10960461449886016	0.27218774852440636	-0.40268019076190054	0.6871835084829886	0.7790644436752852	CG17075-RA
166.86514930925	0.4848686239732972	0.19516523258907753	2.4844006155245553	0.012976972568700722	0.03079113818208335	mbm-RA
263.601497843	0.26875646641031403	0.1675489914950172	1.6040470552059793	0.10870368086592239	0.1897737876865381	CG17078-RB
233.168782244	-0.22980406419593588	0.17686912476972438	-1.2992887509062443	0.19384485339545376	0.30223831394227596	smo-RA
46.008512058	-0.5016538866833508	0.34963164785443906	-1.4348068596244543	0.15134214264999724	0.2478629637382313	CG3625-RB
1299.95748462675	-1.6342347469307368	0.1324098908658142	-12.342240721177621	5.364193586431566e-35	1.3779173377771705e-33	CG3625-RA
